"","Crosssect","Comp","Chat","Date","Period","Subject","Groupe","ID","Inv","OtherInv","Payoff","OtherPayoff","Time","Market","Session","Treat","Pair","PairAvePay","PairAveCho","PairAbsDif","Linv","Lotherinv","LLotherinv","DegCoopPair","DegCoopInd","ZeroCho","AveCho","AvePay","JPM","JPMother","JPMpair","NumbLast7pair","JPMabel","Great24","Great24other","Great24pair","NumbAllJPMpair","JPMOnceabel","NumbJPMsubAll","JPMSubAllabel","NumbJPMsub1","JPMSub1abel","NumbJPMsub15","JPMSub15abel","NumbJPMsub115","JPMSub115abel","NumbJPMsub110","JPMSub110abel","NumbJPMsub1630","JPMSub1630abel","NumFirst10","Event","Early","NotAtAll","DLotherinv","DInv","CompDLotherinv"
"11",88,1,1,"160503_0820",15,12,6,2,22,18,25.178,48.682,18,0,1,2,94,36.93,20,4,18,28,18,0.521739130434783,0.695652173913043,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,10,4,10
"12",88,1,1,"160503_0820",14,12,6,2,18,28,68.212,-7.558,55,0,1,2,94,30.327,23,10,28,18,28,0.782608695652174,0.347826086956522,0,16.2733333333333,21.973577,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-10,-10,-10
"13",88,1,1,"160503_0820",4,12,6,2,14,10,17.898,23.258,58,0,1,2,94,20.578,12,4,10,1,2,-0.173913043478261,0,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-1,4,-1
"14",88,1,1,"160503_0820",22,12,6,2,9,9.5,13.446875,13.5565,46,0,1,2,94,13.5016875,9.25,0.5,9,9.8,11.5,-0.41304347826087,-0.434782608695652,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-1.7,0,-1.7
"15",88,1,1,"160503_0820",12,12,6,2,18,28,68.212,-7.558,60,0,1,2,94,30.327,23,10,28,18,26,0.782608695652174,0.347826086956522,0,16.2733333333333,21.973577,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-8,-10,-8
"16",88,1,1,"160503_0820",11,12,6,2,28,18,-7.558,68.212,21,0,1,2,94,30.327,23,10,26,26,26,0.782608695652174,1.21739130434783,0,16.2733333333333,21.973577,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0,2,0
"17",88,1,1,"160503_0820",1,12,6,2,1,20,-17.104,-26.4045,18,0,1,2,94,-21.75425,10.5,19,999,999,999,-0.304347826086957,-1.1304347826087,1,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,999,999,999
"18",88,1,1,"160503_0820",29,12,6,2,9.7,9.9,15.423785,15.405265,33,0,1,2,94,15.414525,9.8,0.200000000000001,10,9.5,10,-0.365217391304348,-0.373913043478261,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-0.5,-0.300000000000001,-0.5
"19",88,1,1,"160503_0820",19,12,6,2,27.4,19.5,3.722195,65.59618,47,0,1,2,94,34.6591875,23.45,7.9,26,26,24,0.821739130434783,1.16521739130435,0,16.2733333333333,21.973577,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,2,1.4,2
"20",88,1,1,"160503_0820",9,12,6,2,26,26,41.914,41.914,62,0,1,2,94,41.914,26,0,28,28,16,1.04347826086957,1.04347826086957,0,16.2733333333333,21.973577,1,1,1,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,12,-2,12
"21",88,1,1,"160503_0820",8,12,6,2,28,28,41.272,41.272,7,0,1,2,94,41.272,28,0,18,16,24,1.21739130434783,1.21739130434783,0,16.2733333333333,21.973577,0,0,0,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-8,10,-8
"22",88,1,1,"160503_0820",26,12,6,2,9.6,10,15.41992,15.38288,49,0,1,2,94,15.4014,9.8,0.4,10,9.8,9.6,-0.365217391304348,-0.382608695652174,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0.200000000000001,-0.4,0.200000000000001
"23",88,1,1,"160503_0820",16,12,6,2,24.5,24.5,41.831125,41.831125,36,0,1,2,94,41.831125,24.5,0,22,18,28,0.91304347826087,0.91304347826087,0,16.2733333333333,21.973577,0,0,0,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-10,2.5,-10
"24",88,1,1,"160503_0820",6,12,6,2,22,24,48.404,33.25,18,0,1,2,94,40.827,23,2,20,18,10,0.782608695652174,0.695652173913043,0,16.2733333333333,21.973577,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,8,2,8
"25",88,1,1,"160503_0820",5,12,6,2,20,18,31.642,42.26,55,0,1,2,94,36.951,19,2,14,10,1,0.434782608695652,0.521739130434783,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,9,6,9
"26",88,1,1,"160503_0820",23,12,6,2,9.5,10,15.2385,15.206375,38,0,1,2,94,15.2224375,9.75,0.5,9,9.5,9.8,-0.369565217391304,-0.391304347826087,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-0.300000000000001,0.5,-0.300000000000001
"27",88,1,1,"160503_0820",13,12,6,2,28,18,-7.558,68.212,63,0,1,2,94,30.327,23,10,18,28,18,0.782608695652174,1.21739130434783,0,16.2733333333333,21.973577,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,10,10,10
"28",88,1,1,"160503_0820",3,12,6,2,10,1,0.6055,-20.504,47,0,1,2,94,-9.94925,5.5,9,1,2,20,-0.739130434782609,-0.347826086956522,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-18,9,-18
"29",88,1,1,"160503_0820",2,12,6,2,1,2,-22.432,-17.8185,28,0,1,2,94,-20.12525,1.5,1,1,20,999,-1.08695652173913,-1.1304347826087,1,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,999,0,999
"30",88,1,1,"160503_0820",30,12,6,2,10,10,16.09,16.09,63,0,1,2,94,16.09,10,0,9.7,9.9,9.5,-0.347826086956522,-0.347826086956522,0,16.2733333333333,21.973577,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0.4,0.300000000000001,0.4
"31",89,1,1,"160503_0820",18,11,6,1,26,26,41.914,41.914,60,0,1,2,94,41.914,26,0,24,24,24.5,1.04347826086957,1.04347826086957,0,16.1533333333333,24.239648,1,1,1,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-0.5,2,-0.5
"32",89,1,1,"160503_0820",15,11,6,1,18,22,48.682,25.178,61,0,1,2,94,36.93,20,4,28,18,28,0.521739130434783,0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-10,-10,-10
"33",89,1,1,"160503_0820",14,11,6,1,28,18,-7.558,68.212,7,0,1,2,94,30.327,23,10,18,28,18,0.782608695652174,1.21739130434783,0,16.1533333333333,24.239648,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,10,10,10
"34",89,1,1,"160503_0820",12,11,6,1,28,18,-7.558,68.212,62,0,1,2,94,30.327,23,10,18,28,26,0.782608695652174,1.21739130434783,0,16.1533333333333,24.239648,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,2,10,2
"35",89,1,1,"160503_0820",11,11,6,1,18,28,68.212,-7.558,63,0,1,2,94,30.327,23,10,26,26,26,0.782608695652174,0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0,-8,0
"36",89,1,1,"160503_0820",10,11,6,1,26,26,41.914,41.914,12,0,1,2,94,41.914,26,0,26,26,28,1.04347826086957,1.04347826086957,0,16.1533333333333,24.239648,1,1,1,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-2,0,-2
"37",89,1,1,"160503_0820",19,11,6,1,19.5,27.4,65.59618,3.722195,59,0,1,2,94,34.6591875,23.45,7.9,26,26,24,0.821739130434783,0.478260869565217,0,16.1533333333333,24.239648,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,2,-6.5,2
"38",89,1,1,"160503_0820",9,11,6,1,26,26,41.914,41.914,63,0,1,2,94,41.914,26,0,28,28,18,1.04347826086957,1.04347826086957,0,16.1533333333333,24.239648,1,1,1,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,10,-2,10
"39",89,1,1,"160503_0820",17,11,6,1,24,24,41.696,41.696,62,0,1,2,94,41.696,24,0,24.5,24.5,22,0.869565217391304,0.869565217391304,0,16.1533333333333,24.239648,0,0,0,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,2.5,-0.5,2.5
"40",89,1,1,"160503_0820",7,11,6,1,16,18,37.898,29.548,39,0,1,2,94,33.723,17,2,24,22,20,0.260869565217391,0.173913043478261,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,2,-8,2
"41",89,1,1,"160503_0820",16,11,6,1,24.5,24.5,41.831125,41.831125,63,0,1,2,94,41.831125,24.5,0,18,22,18,0.91304347826087,0.91304347826087,0,16.1533333333333,24.239648,0,0,0,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,4,6.5,4
"42",89,1,1,"160503_0820",6,11,6,1,24,22,33.25,48.404,61,0,1,2,94,40.827,23,2,18,20,14,0.782608695652174,0.869565217391304,0,16.1533333333333,24.239648,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,6,6,6
"43",89,1,1,"160503_0820",5,11,6,1,18,20,42.26,31.642,59,0,1,2,94,36.951,19,2,10,14,10,0.434782608695652,0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,4,8,4
"44",89,1,1,"160503_0820",4,11,6,1,10,14,23.258,17.898,26,0,1,2,94,20.578,12,4,1,10,1,-0.173913043478261,-0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,9,9,9
"45",89,1,1,"160503_0820",13,11,6,1,18,28,68.212,-7.558,5,0,1,2,94,30.327,23,10,28,18,28,0.782608695652174,0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-10,-10,-10
"46",89,1,1,"160503_0820",3,11,6,1,1,10,-20.504,0.6055,60,0,1,2,94,-9.94925,5.5,9,2,1,1,-0.739130434782609,-1.1304347826087,1,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0,-1,0
"47",89,1,1,"160503_0820",2,11,6,1,2,1,-17.8185,-22.432,38,0,1,2,94,-20.12525,1.5,1,20,1,999,-1.08695652173913,-1.04347826086957,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,999,-18,999
"48",89,1,1,"160503_0820",1,11,6,1,20,1,-26.4045,-17.104,14,0,1,2,94,-21.75425,10.5,19,999,999,999,-0.304347826086957,0.521739130434783,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,999,999,999
"49",89,1,1,"160503_0820",20,11,6,1,11.5,10,17.8105,18.757375,10,0,1,2,94,18.2839375,10.75,1.5,19.5,27.4,26,-0.282608695652174,-0.217391304347826,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,1.4,-8,1.4
"50",89,1,1,"160503_0820",30,11,6,1,10,10,16.09,16.09,63,0,1,2,94,16.09,10,0,9.9,9.7,10,-0.347826086956522,-0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-0.300000000000001,0.0999999999999996,-0.300000000000001
"51",89,1,1,"160503_0820",29,11,6,1,9.9,9.7,15.405265,15.423785,60,0,1,2,94,15.414525,9.8,0.200000000000001,9.5,10,9.6,-0.365217391304348,-0.356521739130435,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0.4,0.4,0.4
"52",89,1,1,"160503_0820",8,11,6,1,28,28,41.272,41.272,61,0,1,2,94,41.272,28,0,16,18,22,1.21739130434783,1.21739130434783,0,16.1533333333333,24.239648,0,0,0,0,0,1,1,1,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-4,12,-4
"53",89,1,1,"160503_0820",27,11,6,1,10,9.6,15.38288,15.41992,4,0,1,2,94,15.4014,9.8,0.4,10,9.6,10,-0.365217391304348,-0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-0.4,0,-0.4
"54",89,1,1,"160503_0820",26,11,6,1,10,9.6,15.38288,15.41992,64,0,1,2,94,15.4014,9.8,0.4,9.8,10,9.9,-0.365217391304348,-0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0.0999999999999996,0.199999999999999,0.0999999999999996
"55",89,1,1,"160503_0820",25,11,6,1,9.8,10,15.76608,15.73622,33,0,1,2,94,15.75115,9.9,0.199999999999999,9.6,9.9,9.5,-0.356521739130435,-0.365217391304348,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0.4,0.200000000000001,0.4
"56",89,1,1,"160503_0820",24,11,6,1,9.6,9.9,15.249575,15.2303,0,0,1,2,94,15.2399375,9.75,0.300000000000001,10,9.5,9,-0.369565217391304,-0.382608695652174,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0.5,-0.4,0.5
"57",89,1,1,"160503_0820",23,11,6,1,10,9.5,15.206375,15.2385,64,0,1,2,94,15.2224375,9.75,0.5,9.5,9,9,-0.369565217391304,-0.347826086956522,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0,0.5,0
"58",89,1,1,"160503_0820",22,11,6,1,9.5,9,13.5565,13.446875,14,0,1,2,94,13.5016875,9.25,0.5,9.8,9,10,-0.41304347826087,-0.391304347826087,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-1,-0.300000000000001,-1
"59",89,1,1,"160503_0820",21,11,6,1,9.8,9,14.03458,13.92722,61,0,1,2,94,13.9809,9.4,0.800000000000001,11.5,10,27.4,-0.4,-0.365217391304348,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,-17.4,-1.7,-17.4
"60",89,1,1,"160503_0820",28,11,6,1,9.5,10,15.2385,15.206375,55,0,1,2,94,15.2224375,9.75,0.5,10,9.6,9.6,-0.369565217391304,-0.391304347826087,0,16.1533333333333,24.239648,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,2,1,2,1,1,1,3,0,0,1,0,-0.5,0
"61",90,1,1,"160503_0820",8,10,5,2,20,22,45.762,32.876,59,0,1,2,95,39.319,21,2,20.3,20,26,0.608695652173913,0.521739130434783,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-6,-0.300000000000001,-6
"62",90,1,1,"160503_0820",6,10,5,2,14.9,26,59.74282,-8.312945,46,0,1,2,95,25.7149375,20.45,11.1,16,22,22,0.560869565217391,0.0782608695652174,0,12.8333333333333,29.0398653333333,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,-1.1,0
"63",90,1,1,"160503_0820",5,10,5,2,16,22,49.378,17.524,62,0,1,2,95,33.451,19,6,26,22,28,0.434782608695652,0.173913043478261,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-6,-10,-6
"64",90,1,1,"160503_0820",4,10,5,2,26,22,23.658,56.234,55,0,1,2,95,39.946,24,4,8,28,26,0.869565217391304,1.04347826086957,0,12.8333333333333,29.0398653333333,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,18,2
"65",90,1,1,"160503_0820",3,10,5,2,8,28,39.552,-55.288,57,0,1,2,95,-7.868,18,20,7,26,14,0.347826086956522,-0.521739130434783,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,12,1,12
"66",90,1,1,"160503_0820",2,10,5,2,7,26,30.704,-43.2345,55,0,1,2,95,-6.26525,16.5,19,7,14,999,0.217391304347826,-0.608695652173913,0,12.8333333333333,29.0398653333333,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,999,0,999
"67",90,1,1,"160503_0820",1,10,5,2,7,14,14.084,10.6575,36,0,1,2,95,12.37075,10.5,7,999,999,999,-0.304347826086957,-0.608695652173913,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,999,999,999
"68",90,1,1,"160503_0820",10,10,5,2,18.7,18,34.65098,38.109295,35,0,1,2,95,36.3801375,18.35,0.699999999999999,18.7,22,22,0.378260869565218,0.408695652173913,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"69",90,1,1,"160503_0820",9,10,5,2,18.7,22,47.91298,27.867295,5,0,1,2,95,37.8901375,20.35,3.3,20,22,20,0.552173913043478,0.408695652173913,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,-1.3,2
"70",90,1,1,"160503_0820",19,10,5,2,10,26,45.818,-30.054,51,0,1,2,95,7.882,18,16,10.2,16,20,0.347826086956522,-0.347826086956522,0,12.8333333333333,29.0398653333333,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-4,-0.199999999999999,-4
"71",90,1,1,"160503_0820",7,10,5,2,20.3,20,37.95118,39.739495,-8,0,1,2,95,38.8453375,20.15,0.300000000000001,14.9,26,22,0.534782608695652,0.547826086956522,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,4,5.4,4
"72",90,1,1,"160503_0820",17,10,5,2,10.6,20,36.16832,5.98398,8,0,1,2,95,21.07615,15.3,9.4,10.7,18,12,0.11304347826087,-0.295652173913043,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,6,-0.0999999999999996,6
"73",90,1,1,"160503_0820",16,10,5,2,10.7,18,32.48458,12.975695,-1,0,1,2,95,22.7301375,14.35,7.3,17.7,12,22,0.0304347826086956,-0.28695652173913,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-10,-7,-10
"74",90,1,1,"160503_0820",15,10,5,2,17.7,12,17.75318,34.602095,11,0,1,2,95,26.1776375,14.85,5.7,10.3,22,26,0.0739130434782608,0.321739130434783,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-4,7.4,-4
"75",90,1,1,"160503_0820",14,10,5,2,10.3,22,39.16018,-4.048505,-1,0,1,2,95,17.5558375,16.15,11.7,10.7,26,24,0.18695652173913,-0.321739130434783,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,-0.399999999999999,2
"76",90,1,1,"160503_0820",24,10,5,2,10,12,19.652,18.106,-12,0,1,2,95,18.879,11,2,10,2,4,-0.260869565217391,-0.347826086956522,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-2,0,-2
"77",90,1,1,"160503_0820",13,10,5,2,10.7,26,48.62458,-26.964305,3,0,1,2,95,10.8301375,18.35,15.3,10,24,12,0.378260869565218,-0.28695652173913,0,12.8333333333333,29.0398653333333,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,12,0.699999999999999,12
"78",90,1,1,"160503_0820",12,10,5,2,10,24,41.948,-16.502,16,0,1,2,95,12.723,17,14,16.2,12,18,0.260869565217391,-0.347826086956522,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-6,-6.2,-6
"79",90,1,1,"160503_0820",11,10,5,2,16.2,12,20.70848,31.33742,3,0,1,2,95,26.02295,14.1,4.2,18.7,18,22,0.00869565217391301,0.191304347826087,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-4,-2.5,-4
"80",90,1,1,"160503_0820",21,10,5,2,10.5,8,13.1195,12.571375,-7,0,1,2,95,12.8454375,9.25,2.5,12,12,26,-0.41304347826087,-0.304347826086957,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-14,-1.5,-14
"81",90,1,1,"160503_0820",20,10,5,2,12,12,22.328,22.328,9,0,1,2,95,22.328,12,0,10,26,16,-0.173913043478261,-0.173913043478261,0,12.8333333333333,29.0398653333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,10,2,10
