"","Subject","Comp","Period","Inv","OtherInv","Payoff","OtherPayoff"
"545",788,0,28,26,10,8.73064561279314,61.6957940177862
"546",788,0,1,28,28,41.272,41.272
"547",788,0,5,12,10,17.4592916410979,21.1528089781298
"548",788,0,27,10,8,11.209452528754,14.0666480904738
"549",788,0,9,10,10,16.09,16.09
"550",788,0,30,20,10,16.3958555212075,43.2266599594876
"551",788,0,8,12,10,17.4592916410979,21.1528089781298
"552",788,0,4,22,10,14.4948458201642,49.2007764720366
"553",788,0,16,6,10,11.3892359125194,6.5111665643918
"554",788,0,26,18,10,17.6428049538224,37.4348049538224
"555",788,0,3,26,28,46.8820960793781,36.4980045398497
"556",788,0,14,12,10,17.4592916410979,21.1528089781298
"557",788,0,23,10,10,16.09,16.09
"558",788,0,25,24,10,11.9397758506928,55.3571544914695
"559",788,0,10,2,10,4.07223075132588,-2.33862084368105
"560",788,0,13,22,10,14.4948458201642,49.2007764720366
"561",788,0,12,4,10,8.05776346613676,1.99514210691346
"562",788,0,15,16,10,18.2356941180092,31.8252114550411
"563",788,0,17,14,10,18.1745230137677,26.3978794631435
"564",788,0,19,4,10,8.05776346613676,1.99514210691346
"565",788,0,22,0,10,-0.567362231913221,-6.49012228739172
"566",788,0,21,23,10,13.2990683689821,52.2561827933926
"567",788,0,24,8,10,14.0666480904738,11.209452528754
"568",788,0,11,20,28,59.7880227069431,23.2695872007018
"569",788,0,20,20,10,16.3958555212075,43.2266599594876
"570",788,0,18,8,25,57.9360943009497,6.99217543825903
"571",789,0,30,10,20,43.2266599594876,16.3958555212075
"572",789,0,6,10,14,26.3978794631435,18.1745230137677
"573",789,0,4,10,22,49.2007764720366,14.4948458201642
"574",789,0,7,28,16,15.3619498423557,65.1216724498452
"575",789,0,5,10,12,21.1528089781298,17.4592916410979
"576",789,0,29,10,10,16.09,16.09
"577",789,0,2,12,24,55.3677417979728,15.643880494228
"578",789,0,3,28,26,36.4980045398497,46.8820960793781
"579",789,0,13,10,22,49.2007764720366,14.4948458201642
"580",789,0,28,10,26,61.6957940177862,8.73064561279314
"581",789,0,27,8,10,14.0666480904738,11.209452528754
"582",789,0,26,10,18,37.4348049538224,17.6428049538224
"583",789,0,1,28,28,41.272,41.272
"584",789,0,8,10,12,21.1528089781298,17.4592916410979
"585",789,0,16,10,6,6.5111665643918,11.3892359125194
"586",789,0,9,10,10,16.09,16.09
"587",789,0,17,10,14,26.3978794631435,18.1745230137677
"588",789,0,10,10,2,-2.33862084368105,4.07223075132588
"589",789,0,14,10,12,21.1528089781298,17.4592916410979
"590",789,0,25,10,24,55.3571544914695,11.9397758506928
"591",789,0,24,10,8,11.209452528754,14.0666480904738
"592",789,0,18,25,8,6.99217543825903,57.9360943009497
"593",789,0,22,10,0,-6.49012228739172,-0.567362231913221
"594",789,0,15,10,16,31.8252114550411,18.2356941180092
"595",789,0,12,10,4,1.99514210691346,8.05776346613676
"596",789,0,21,10,23,52.2561827933926,13.2990683689821
"597",789,0,23,10,10,16.09,16.09
"598",789,0,20,10,20,43.2266599594876,16.3958555212075
"599",789,0,11,28,20,23.2695872007018,59.7880227069431
"600",789,0,19,10,4,1.99514210691346,8.05776346613676
"601",790,0,9,15.7,10,18.2682147944852,30.9994924851926
"602",790,0,7,16.8,10,18.0770256845458,34.0471774737275
"603",790,0,6,10,10,16.09,16.09
"604",790,0,8,10,10,16.09,16.09
"605",790,0,30,9.5,22,49.047407573662,13.5487728649241
"606",790,0,29,25,14,17.813338440023,57.676705291618
"607",790,0,10,22,10.6,15.6451699407703,49.330859177941
"608",790,0,4,10,12,21.1528089781298,17.4592916410979
"609",790,0,28,10,14,26.3978794631435,18.1745230137677
"610",790,0,3,26.4,10,8.01033233300182,62.9853933038756
"611",790,0,26,20,12,20.4881614031983,43.6254485044466
"612",790,0,5,0,10,-0.567362231913221,-6.49012228739172
"613",790,0,11,10.9,11,19.2520703580903,19.0684398934578
"614",790,0,1,18,28,62.7818777126083,19.2246377680868
"615",790,0,12,13.4,11,20.3722662045125,25.4066386871755
"616",790,0,17,13,10,17.8986648609863,23.7525615322762
"617",790,0,2,28,22,27.4967981402006,56.1401074328496
"618",790,0,14,8,13.6,23.660313650674,13.552635204072
"619",790,0,27,8,13,22.0203605515917,13.309268318582
"620",790,0,25,8.2,14,24.9556765712593,14.1232096364465
"621",790,0,13,15,12,22.8644235295023,29.9728028637603
"622",790,0,22,13.5,9,15.7638149386062,24.3094444462345
"623",790,0,16,10,14,26.3978794631435,18.1745230137677
"624",790,0,15,2,28,63.1865480945135,-6.5735434450149
"625",790,0,19,8.5,10,14.6338042180205,12.4125023802951
"626",790,0,18,10,10,16.09,16.09
"627",790,0,23,7,16,29.4183637766163,11.8566737627467
"628",790,0,21,5,10,9.80525722288161,4.23037164729215
"629",790,0,24,10,11,18.5986218007044,16.8564033541025
"630",790,0,20,9,14,25.6620616611618,15.905567209012
"631",791,0,11,11,10.9,19.0684398934578,19.2520703580903
"632",791,0,12,11,13.4,25.4066386871755,20.3722662045125
"633",791,0,7,10,16.8,34.0471774737275,18.0770256845458
"634",791,0,8,10,10,16.09,16.09
"635",791,0,4,12,10,17.4592916410979,21.1528089781298
"636",791,0,30,22,9.5,13.5487728649241,49.047407573662
"637",791,0,6,10,10,16.09,16.09
"638",791,0,14,13.6,8,13.552635204072,23.660313650674
"639",791,0,10,10.6,22,49.330859177941,15.6451699407703
"640",791,0,13,12,15,29.9728028637603,22.8644235295023
"641",791,0,5,10,0,-6.49012228739172,-0.567362231913221
"642",791,0,29,14,25,57.676705291618,17.813338440023
"643",791,0,9,10,15.7,30.9994924851926,18.2682147944852
"644",791,0,15,28,2,-6.5735434450149,63.1865480945135
"645",791,0,28,14,10,18.1745230137677,26.3978794631435
"646",791,0,27,13,8,13.309268318582,22.0203605515917
"647",791,0,3,10,26.4,62.9853933038756,8.01033233300182
"648",791,0,19,10,8.5,12.4125023802951,14.6338042180205
"649",791,0,22,9,13.5,24.3094444462345,15.7638149386062
"650",791,0,16,14,10,18.1745230137677,26.3978794631435
"651",791,0,2,22,28,56.1401074328496,27.4967981402006
"652",791,0,26,12,20,43.6254485044466,20.4881614031983
"653",791,0,18,10,10,16.09,16.09
"654",791,0,23,16,7,11.8566737627467,29.4183637766163
"655",791,0,25,14,8.2,14.1232096364465,24.9556765712593
